Released versions,,,,,
Version,Date,ProductCode,UpgradeCode,Compiler,Targets
v1.10.2,2007-12-23 17:58:27.578000,838A79D3-428B-4491-BE9D-CDFD2325279A,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.3,2007-12-28 11:46:38.515000,7E2E24EA-7260-4797-8721-954B24A92A38,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.4,2008-01-01 08:49:02.468000,FCE4389A-36E3-4F2A-BEFD-3142281BDA6B,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.5,2008-02-09 16:21:50.500000,15DB97AD-5B78-463C-988C-34C5ECF764E6,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.6,2008-06-04 16:30:10.312000,5796D081-0B70-40E4-9711-33E632764D2D,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.7,2008-06-11 09:58:43.750000,92C0E44A-62ED-4509-AE16-CD273616996B,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.8,2008-09-24 13:29:21.859000,B9DBCB0E-B9A9-4FB8-8482-CCD351C10A34,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.9,2008-12-19 15:49:16.328000,F59D0FB5-DC16-405B-A881-289764185382,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98
v1.10.10,2009-02-25 10:39:11.781000,B2A3FC91-082D-413A-9FCB-B4CFB2868B6F,DD9A3E2B-5363-4BA7-9870-B5E1D227E7DB,VC8,win98

v2.0.0.2297,2009-04-13,75A3640A-77E9-4083-8F61-6F7626AC1653,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2300,2009-04-15 07:55:12.921000,417A8C2D-4701-4B5E-9792-1F42D2895582,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2301,2009-04-16 07:57:02.187000,63FF2259-741C-46DE-9A64-E01E50556437,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2301,2009-04-16 19:11:53.125000,B89563C8-9147-40C0-8EB5-1899CEBA22E2,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2304,2009-04-19 21:13:36.703000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2360,2009-06-15 20:02:16.406000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2388,2009-07-12 19:37:19.968000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2389,2009-07-13 19:03:56.468000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.0.2390,2009-07-14 08:20:10.921000,31B601BB-5343-48E1-A96E-79EDEBEED9E0,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.0.1.2416,2009-08-09 10:51:12.625000,7005DA73-6B43-449A-B888-992C544B2E65,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.0.2.2420,2009-08-13 07:49:16.500000,620A4AC7-E174-4AA7-B92E-017F1C104623,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.0.3.2422,2009-08-15 11:10:48.984000,9223E6E1-D442-4299-AC42-8016D4804087,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.0.4.2448,2009-09-10 19:46:42.156000,5E68DEC5-825B-4AEB-9E04-C459B75539CB,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.1.0.2499,2009-10-31 14:20:58.140000,4FF61CB8-F4AA-41A7-9FAB-E69C7DB7C377,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.1.1.2500,2009-11-01 10:00:29.390000,D878F028-10D3-4848-B08C-B861713041F9,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.1.2.2524,2009-11-25 09:42:45.906000,BA23CA81-3B2D-4F91-85C1-130C21E2ADDB,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,win32
v2.1.3.2565,2010-01-05 21:58:29.781000,C825352E-7379-4026-92AD-B1F1788CD675,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.1.4.2567,2010-01-07 19:56:40.750000,AC42D5E9-44E5-4923-B6CC-F2BE03ECEC3E,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.0.2669,2010-04-19 19:54:18.827000,6E4AC8B6-8F29-4FCC-8C1E-AE3A8FE98889,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.1.2669,2010-04-19 22:41:18.687000,86EC39B2-B3ED-4DAC-A01D-F166F8AE96AD,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.2.2793,2010-08-21 12:18:11.406000,8208E5EF-5494-45AD-ADD7-1A1EB49AEF74,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.3.2809,2010-09-06 17:30:37.343000,D709AD31-67DC-4A95-AC27-E29AE4B7AA5C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.4.2871,2010-11-07 12:05:33.796000,564010FC-EB0A-4226-AB2E-6CB6BA99C99C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.5.2918,2010-12-24 10:21:52.359000,40058D7D-A47F-4619-965D-FE3A54038B2C,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.6.2947,2011-01-22 16:28:52.333000,97A78325-3AA4-4E68-B74C-288395725EF8,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
v2.2.7.3038,2011-04-23 10:09:53.119000,1C218B14-91FB-46E6-8642-74BADFFDD484,4D018FAD-2CBC-4A92-B6AC-4BAAECEED8F4,VC9,x64
